Id,Label,timeset,modularity_class
"晋文公",晋文公,,9
"双重人格[心理学术语]",双重人格[心理学术语],,56
"多元弱酸",多元弱酸,,19
"回环句",回环句,,10
"修辞",修辞,,10
"官僚主义",官僚主义,,143
id[身份标识号],id[身份标识号],,56
"借代句",借代句,,11
"借代",借代,,11
"绝对质量",绝对质量,,19
"欧拉公式",欧拉公式,,79
"莱昂哈德·欧拉",莱昂哈德·欧拉,,79
ipc[桌面云产品],ipc[桌面云产品],,128
"计算机",计算机,,128
c小调第五交响曲,c小调第五交响曲,,135
"路德维希·凡·贝多芬",路德维希·凡·贝多芬,,135
"古典音乐",古典音乐,,135
Microsoft Office Access,Microsoft Office Access,,124
"微软",微软,,124
"十相自在",十相自在,,42
"藏传佛教",藏传佛教,,42
"金刚杵",金刚杵,,107
"吉祥八宝",吉祥八宝,,125
"转经筒",转经筒,,42
"太平间",太平间,,56
"希热布",希热布,,107
"藏族",藏族,,107
"意识形态",意识形态,,107
"党鞭",党鞭,,143
"吴清源[围棋大师]",吴清源[围棋大师],,71
"汉族",汉族,,71
"唐卡[藏族绘画]",唐卡[藏族绘画],,125
"书记[职务]",书记[职务],,45
"共产主义",共产主义,,45
"农村人民公社",农村人民公社,,12
"一大二公",一大二公,,12
"五谷[食物]",五谷[食物],,13
"五谷杂粮",五谷杂粮,,13
"歇后语",歇后语,,14
"熟语",熟语,,14
"考试焦虑症",考试焦虑症,,56
"右派",右派,,143
"文艺复兴[14到17世纪的欧洲思想文化运动]",文艺复兴[14到17世纪的欧洲思想文化运动],,15
"人文主义",人文主义,,15
"围城[钱钟书小说]",围城[钱钟书小说],,45
"钱钟书",钱钟书,,45
"天妇罗",天妇罗,,55
"葡萄牙",葡萄牙,,55
"食品",食品,,130
"味噌",味噌,,130
"太白粉",太白粉,,130
"着床",着床,,56
"月经",月经,,56
"血小板",血小板,,56
"玉兰片",玉兰片,,130
"元气[道教术语]",元气[道教术语],,56
"以太网控制器",以太网控制器,,16
"网卡",网卡,,16
"血红蛋白",血红蛋白,,56
"自助餐[国际上非正式的西式宴会]",自助餐[国际上非正式的西式宴会],,130
"变态美学",变态美学,,107
"夜大",夜大,,125
"燕窝[传统食品]",燕窝[传统食品],,130
"有氧运动",有氧运动,,17
"无氧运动",无氧运动,,17
rbs[生物学中起始密码子AUG上游的一段非翻译区],rbs[生物学中起始密码子AUG上游的一段非翻译区],,125
"自留地[农业术语]",自留地[农业术语],,45
"中华人民共和国",中华人民共和国,,45
"自由落体[物理学名词]",自由落体[物理学名词],,19
"植眉",植眉,,56
"三险一金",三险一金,,18
"住房公积金",住房公积金,,18
"社会大学",社会大学,,125
"自旋量子数",自旋量子数,,19
"量子",量子,,19
"三农[农村、农业、农民]",三农[农村、农业、农民],,125
"六根",六根,,107
"三纲五伦",三纲五伦,,125
"天地境界",天地境界,,71
"冯友兰",冯友兰,,71
"中国教育和科研计算机网",中国教育和科研计算机网,,125
"日产天籁",日产天籁,,128
"汽车",汽车,,128
"双证书制",双证书制,,143
"中华人民共和国全国人民代表大会",中华人民共和国全国人民代表大会,,143
"过劳死[词语释义]",过劳死[词语释义],,56
"黄帝内经[医史文献]",黄帝内经[医史文献],,56
"白汤",白汤,,130
ceti,ceti,,125
"耽美[文学词汇]",耽美[文学词汇],,148
"赤潮[生态现象]",赤潮[生态现象],,20
"水污染",水污染,,20
"脱氧核糖核酸",脱氧核糖核酸,,56
"网关",网关,,128
"网络服务器",网络服务器,,128
"网络木马",网络木马,,21
"电子邮件",电子邮件,,21
"新闻组",新闻组,,22
"论坛",论坛,,22
"虚拟空间",虚拟空间,,23
"虚拟主机",虚拟主机,,23
"核反应堆",核反应堆,,24
"核化学",核化学,,24
"英国广播公司",英国广播公司,,134
"邻近效应",邻近效应,,19
"日心说",日心说,,107
"静态路由",静态路由,,6
"氢键",氢键,,19
"辩证法",辩证法,,107
tvb,tvb,,125
"影视",影视,,125
"西哈风",西哈风,,130
"附件炎",附件炎,,56
"注册表",注册表,,128
"组策略",组策略,,25
Windows操作系统,Windows操作系统,,25
"玄学[道家哲学思想]",玄学[道家哲学思想],,97
"万有引力定律",万有引力定律,,26
"艾萨克·牛顿",艾萨克·牛顿,,26
"气脖子病",气脖子病,,56
"黑色幽默[文学流派]",黑色幽默[文学流派],,107
"无纺布",无纺布,,56
"沉珂",沉珂,,71
"银屑病",银屑病,,56
"嘌呤",嘌呤,,56
gre[美国研究生院及商学院入学考试],gre[美国研究生院及商学院入学考试],,125
"黄页[传统黄页]",黄页[传统黄页],,145
"北美洲",北美洲,,145
"防抱死制动系统",防抱死制动系统,,128
"系统缓存",系统缓存,,128
"国际货币基金组织",国际货币基金组织,,104
"副省级市",副省级市,,143
"非政府组织",非政府组织,,104
"国际标准化组织",国际标准化组织,,104
"线程",线程,,128
"孙燕姿北京歌迷俱乐部",孙燕姿北京歌迷俱乐部,,104
"安全模式",安全模式,,25
"低级格式化",低级格式化,,27
"硬盘",硬盘,,27
"庙号",庙号,,28
"商朝",商朝,,28
"木糖醇",木糖醇,,56
"杜鲁门主义",杜鲁门主义,,143
"慕斯蛋糕",慕斯蛋糕,,130
"明太子[中日韩料理]",明太子[中日韩料理],,130
"内存",内存,,128
"曲酒",曲酒,,29
"乙醇",乙醇,,29
"微处理器",微处理器,,128
"中央处理器",中央处理器,,128
"位宽",位宽,,128
"三个代表重要思想",三个代表重要思想,,99
"江泽民",江泽民,,99
"双通道ddr",双通道ddr,,30
"主板",主板,,30
"战略合作伙伴关系",战略合作伙伴关系,,125
"无理数",无理数,,31
"有理数",有理数,,31
"王力宏",王力宏,,71
"椰果",椰果,,130
"瓦斯[气体]",瓦斯[气体],,19
ddr[双倍数据速率],ddr[双倍数据速率],,32
DDR SDRAM,DDR SDRAM,,32
"疤痕性皮肤",疤痕性皮肤,,56
"背书[票据权利转移方式]",背书[票据权利转移方式],,125
"原子团",原子团,,19
"折旧率",折旧率,,125
"维简费",维简费,,143
"朱自清",朱自清,,103
"北京大学",北京大学,,103
"哈利·波特[J.K.罗琳创作魔幻系列小说]",哈利·波特[J.K.罗琳创作魔幻系列小说],,5
"铁臂阿童木[手冢治虫创作的科幻漫画]",铁臂阿童木[手冢治虫创作的科幻漫画],,33
"手冢治虫",手冢治虫,,33
"八荣八耻[社会主义荣辱观]",八荣八耻[社会主义荣辱观],,143
"社会主义荣辱观",社会主义荣辱观,,143
"胡锦涛",胡锦涛,,143
"胃[汉字]",胃[汉字],,56
"宣萱",宣萱,,120
"蔡少芬",蔡少芬,,120
"后街男孩",后街男孩,,104
"亚洲",亚洲,,122
"中国共产党",中国共产党,,45
"条件反射",条件反射,,56
"竹叶青蛇",竹叶青蛇,,34
"爬行纲",爬行纲,,34
"数学[学科]",数学[学科],,125
"复方",复方,,56
"处方药",处方药,,56
"托福",托福,,125
cookies[香港著名女子组合],cookies[香港著名女子组合],,71
"鹤顶红[剧毒物质]",鹤顶红[剧毒物质],,56
otc[非处方药],otc[非处方药],,56
"古天乐",古天乐,,71
"抗生素",抗生素,,56
"沈祥兴",沈祥兴,,71
"二进制数",二进制数,,128
"胰岛素",胰岛素,,56
"阿司匹林[解热镇痛药]",阿司匹林[解热镇痛药],,56
"足光粉",足光粉,,56
"代沟[心理学名词]",代沟[心理学名词],,125
"继发性贫血",继发性贫血,,56
"股癣",股癣,,56
"内存条",内存条,,128
"随机存取存储器",随机存取存储器,,128
"粉针",粉针,,56
"双核处理器",双核处理器,,128
"前端总线频率",前端总线频率,,56
"血色素",血色素,,56
"准系统",准系统,,128
"硬盘分区表",硬盘分区表,,128
"围手术期",围手术期,,56
"小针刀",小针刀,,56
"金兰[歌手金志文妻子]",金兰[歌手金志文妻子],,50
"朝鲜族",朝鲜族,,50
"声带小节",声带小节,,56
"长颈龙",长颈龙,,34
AC米兰足球俱乐部,AC米兰足球俱乐部,,104
"意大利足球甲级联赛",意大利足球甲级联赛,,104
"大洋龙",大洋龙,,34
"蓝调[音乐风格]",蓝调[音乐风格],,35
"五声音阶",五声音阶,,35
"压缩比",压缩比,,128
211工程,211工程,,99
"杨振宁",杨振宁,,103
voip,voip,,36
"网络电话",网络电话,,36
"物流",物流,,125
"伽玛刀",伽玛刀,,56
"考试[汉语词语]",考试[汉语词语],,125
"孛儿只斤·忽必烈",孛儿只斤·忽必烈,,45
"面包[面包]",面包[面包],,130
"东正教",东正教,,143
"耶稣",耶稣,,143
QQ,QQ,,145
"腾讯",腾讯,,145
"腾讯网",腾讯网,,145
Windows Vista,Windows Vista,,124
Windows XP,Windows XP,,124
"天地会[清代民间帮会]",天地会[清代民间帮会],,104
"百慕大三角[魔鬼三角海域]",百慕大三角[魔鬼三角海域],,145
msn[微软软件],msn[微软软件],,124
"孛儿只斤·铁木真",孛儿只斤·铁木真,,45
"交通大学",交通大学,,99
"萧亚轩[中国台湾流行女歌手]",萧亚轩[中国台湾流行女歌手],,71
"王心凌",王心凌,,71
"胆红素",胆红素,,56
"淋巴组织",淋巴组织,,56
"马化腾",马化腾,,145
"深圳",深圳,,145
T淋巴细胞,T淋巴细胞,,56
"阑尾[器官]",阑尾[器官],,56
"淘宝网",淘宝网,,37
"阿里巴巴集团",阿里巴巴集团,,37
"孙燕姿[华语流行乐女歌手]",孙燕姿[华语流行乐女歌手],,105
"新加坡",新加坡,,103
"梁静茹",梁静茹,,105
"日本[日本国]",日本[日本国],,122
"天河潭",天河潭,,38
"喀斯特地貌",喀斯特地貌,,38
"古兰经",古兰经,,39
"穆罕默德",穆罕默德,,39
"徐嘉[江西省社会科学院研究员]",徐嘉[江西省社会科学院研究员],,99
"东北师范大学",东北师范大学,,99
"茶馆[老舍著话剧]",茶馆[老舍著话剧],,42
"老舍",老舍,,42
"茶馆[1982年谢添执导经典电影]",茶馆[1982年谢添执导经典电影],,42
"曹禺",曹禺,,71
"清华大学",清华大学,,71
"康有为",康有为,,71
"阿莫西林",阿莫西林,,56
"阿里埃勒·沙龙",阿里埃勒·沙龙,,55
"犹太人",犹太人,,55
"犹太教",犹太教,,55
"北京大爷",北京大爷,,40
"北京人民艺术剧院",北京人民艺术剧院,,40
"黄道婆[宋末元初棉纺织专家]",黄道婆[宋末元初棉纺织专家],,97
"雷雨[曹禺著话剧]",雷雨[曹禺著话剧],,71
"冯小刚",冯小刚,,71
"月光族",月光族,,6
"身份证",身份证,,143
"谭嗣同[“戊戌六君子”之一]",谭嗣同[“戊戌六君子”之一],,107
"张飞[三国时期蜀汉名将]",张飞[三国时期蜀汉名将],,71
"拉卜楞寺",拉卜楞寺,,107
"毛泽东[无产阶级革命家]",毛泽东[无产阶级革命家],,45
"金领",金领,,143
"注册会计师",注册会计师,,143
"朱元璋[明朝开国皇帝]",朱元璋[明朝开国皇帝],,71
"青霉素",青霉素,,56
"巴金",巴金,,45
"冰心[中国现代著名作家]",冰心[中国现代著名作家],,71
"曹操[三国魏政权奠基人]",曹操[三国魏政权奠基人],,71
"炒鱿鱼[菜品名称]",炒鱿鱼[菜品名称],,130
"国际足联世界杯",国际足联世界杯,,41
"国际足球联合会",国际足球联合会,,41
"慈禧",慈禧,,42
"满族",满族,,42
"周恩来",周恩来,,143
"邓颖超",邓颖超,,143
"刘少奇",刘少奇,,71
"宋庆龄",宋庆龄,,71
"朱德",朱德,,45
"少林寺[世界文化遗产、5A级景区、河南嵩山少林寺]",少林寺[世界文化遗产、5A级景区、河南嵩山少林寺],,107
"雷锋[共产主义战士]",雷锋[共产主义战士],,71
"刘德华[中国香港男演员、歌手、制片人、填词人]",刘德华[中国香港男演员、歌手、制片人、填词人],,107
"荣毅仁",荣毅仁,,71
"陈独秀",陈独秀,,71
"乌兰夫",乌兰夫,,45
"杨尚昆",杨尚昆,,45
"瑜伽[瑜伽]",瑜伽[瑜伽],,122
"印度",印度,,122
"上海交通大学",上海交通大学,,99
"水货[走私物品及非正常渠道销售产品的统称]",水货[走私物品及非正常渠道销售产品的统称],,43
"行货",行货,,43
"黄菊",黄菊,,71
"罗干",罗干,,71
"博士后",博士后,,125
"吴邦国",吴邦国,,71
"王震[中华人民共和国原副主席]",王震[中华人民共和国原副主席],,45
"李长春[十六届、十七届中央政治局委员、常委。]",李长春[十六届、十七届中央政治局委员、常委。],,71
"蔡和森",蔡和森,,45
"温家宝[中华人民共和国国务院原总理]",温家宝[中华人民共和国国务院原总理],,143
"多罗贝勒",多罗贝勒,,42
"曾庆红[中华人民共和国原副主席]",曾庆红[中华人民共和国原副主席],,71
"李达[中国人民解放军上将]",李达[中国人民解放军上将],,45
"错觉[心理学定义]",错觉[心理学定义],,56
"吴官正",吴官正,,71
"贾庆林",贾庆林,,71
"粟裕",粟裕,,45
"侗族",侗族,,45
"彭真",彭真,,45
"曹刚川",曹刚川,,71
"叶剑英",叶剑英,,45
"刘伯坚",刘伯坚,,45
"林彪",林彪,,45
"彭德怀",彭德怀,,45
"乔石",乔石,,45
"红外线[波长介于微波与可见光之间的电磁波]",红外线[波长介于微波与可见光之间的电磁波],,44
"电磁波",电磁波,,44
"李鹏[国务院原总理]",李鹏[国务院原总理],,45
"万里[第七届全国人民代表大会常务委员会委员长]",万里[第七届全国人民代表大会常务委员会委员长],,45
"陈云[伟大的无产阶级革命家、政治家]",陈云[伟大的无产阶级革命家、政治家],,45
"刘淇",刘淇,,45
"朱镕基",朱镕基,,71
"陈赓[共和国大将]",陈赓[共和国大将],,45
"回良玉",回良玉,,45
"回族",回族,,45
"王乐泉",王乐泉,,71
"王兆国",王兆国,,71
"邓小平[中国共产党第二代领导集体核心人物]",邓小平[中国共产党第二代领导集体核心人物],,45
"聂荣臻[中华人民共和国元帅]",聂荣臻[中华人民共和国元帅],,45
"毛岸英[抗美援朝战争烈士]",毛岸英[抗美援朝战争烈士],,45
"陈毅[中华人民共和国十大元帅之一]",陈毅[中华人民共和国十大元帅之一],,45
"司马义·艾买提",司马义·艾买提,,46
"维吾尔族",维吾尔族,,46
"杨开慧[毛泽东妻子]",杨开慧[毛泽东妻子],,45
"李铁映",李铁映,,45
"刘云山[第十八届中央政治局常委、中央书记处原书记]",刘云山[第十八届中央政治局常委、中央书记处原书记],,71
"李瑞环",李瑞环,,71
"刘伯承",刘伯承,,45
"吴仪",吴仪,,99
"许嘉璐",许嘉璐,,99
"北京师范大学",北京师范大学,,99
"路甬祥",路甬祥,,71
"成思危",成思危,,99
"曾培炎",曾培炎,,71
"傅铁山",傅铁山,,55
"天主教",天主教,,55
"贺国强",贺国强,,71
"俞正声",俞正声,,71
"郭伯雄",郭伯雄,,45
"刘延东",刘延东,,99
"吉林大学",吉林大学,,99
"韩启德",韩启德,,71
"陈良宇",陈良宇,,71
"陈至立",陈至立,,45
"华建敏",华建敏,,71
"马万祺",马万祺,,71
"徐才厚",徐才厚,,71
"李贵鲜",李贵鲜,,45
"罗豪才",罗豪才,,103
"白立忱",白立忱,,45
"张德江[第十八届中央政治局常委]",张德江[第十八届中央政治局常委],,71
"帕巴拉·格列朗杰",帕巴拉·格列朗杰,,107
"何勇[摇滚歌手、魔岩三杰之一]",何勇[摇滚歌手、魔岩三杰之一],,107
"窦唯",窦唯,,107
"阿沛·阿旺晋美",阿沛·阿旺晋美,,107
"拉萨",拉萨,,107
"周铁农",周铁农,,103
"张克辉",张克辉,,71
"周永康[十七届中共中央政治局委员、常委]",周永康[十七届中共中央政治局委员、常委],,45
"阿不来提·阿不都热西提",阿不来提·阿不都热西提,,46
"王刚[中国内地影视男演员、主持人]",王刚[中国内地影视男演员、主持人],,45
"中华人民共和国中央军事委员会",中华人民共和国中央军事委员会,,47
"中华人民共和国宪法",中华人民共和国宪法,,47
"张榕明",张榕明,,71
"少数民族",少数民族,,143
"和平共处五项原则",和平共处五项原则,,143
"张怀西",张怀西,,71
"中国人民大学",中国人民大学,,71
"张梅颖",张梅颖,,71
"王治郅",王治郅,,71
"唯美主义",唯美主义,,107
"董建华[第十三届全国政协副主席]",董建华[第十三届全国政协副主席],,71
"雅思",雅思,,125
"联想集团",联想集团,,134
"尤文图斯足球俱乐部",尤文图斯足球俱乐部,,104
cpa[注册会计师],cpa[注册会计师],,143
"朋客",朋客,,125
"洪山菜苔",洪山菜苔,,130
"许永跃",许永跃,,71
"施华洛世奇",施华洛世奇,,55
"奥地利",奥地利,,55
"辜鸿铭",辜鸿铭,,107
"杨守敬",杨守敬,,71
"刘师培",刘师培,,71
"王先谦",王先谦,,71
"孙诒让",孙诒让,,71
"俞樾[清代著名学者]",俞樾[清代著名学者],,71
"廖平[清末民国初经学大师]",廖平[清末民国初经学大师],,71
"严复[近代著名人物]",严复[近代著名人物],,71
"梁启超[中国近代历史人物]",梁启超[中国近代历史人物],,71
"王国维[学者]",王国维[学者],,71
"傅斯年",傅斯年,,103
"沈兼士",沈兼士,,71
"余嘉锡",余嘉锡,,71
"柳诒徵",柳诒徵,,71
"章太炎",章太炎,,71
"钱玄同",钱玄同,,125
"郭沫若",郭沫若,,45
"唐君毅",唐君毅,,71
"陈梦家",陈梦家,,71
"张君劢",张君劢,,71
"马一浮",马一浮,,71
"胡适",胡适,,71
"汤用彤",汤用彤,,71
"熊十力",熊十力,,71
"蔡元培",蔡元培,,71
"梁漱溟",梁漱溟,,45
"贾平凹",贾平凹,,71
"徐复观",徐复观,,71
"夏承焘",夏承焘,,71
"高亨",高亨,,71
"金岳霖",金岳霖,,71
"陈垣[中国历史学家﹑宗教史学家、教育家]",陈垣[中国历史学家﹑宗教史学家、教育家],,71
"黄侃[辛亥革命先驱、著名语言文字学家]",黄侃[辛亥革命先驱、著名语言文字学家],,71
"赵元任",赵元任,,71
"达·芬奇[欧洲文艺复兴时期的著名人物、博学家]",达·芬奇[欧洲文艺复兴时期的著名人物、博学家],,55
"牟宗三",牟宗三,,103
"鲁迅[文学家、思想家]",鲁迅[文学家、思想家],,71
"王力[中国大陆演员]",王力[中国大陆演员],,45
"吴宓",吴宓,,71
"范文澜",范文澜,,103
"哲学范畴",哲学范畴,,107
X—Y理论,X—Y理论,,19
"米哈伊尔·库图佐夫",米哈伊尔·库图佐夫,,143
"塔塔尔族",塔塔尔族,,143
"氧气美女[词语]",氧气美女[词语],,125
"李英爱",李英爱,,125
"快门[控制摄影机曝光时间的机件]",快门[控制摄影机曝光时间的机件],,125
"陶喆",陶喆,,71
"东坡肉",东坡肉,,130
"自由意志[哲学概念]",自由意志[哲学概念],,107
"释迦牟尼[佛陀]",释迦牟尼[佛陀],,107
"鲁锦[Windows优化大师、鲁大师开发者]",鲁锦[Windows优化大师、鲁大师开发者],,45
"夫妻肺片",夫妻肺片,,130
"沈括",沈括,,71
"祖冲之",祖冲之,,71
"梁思成",梁思成,,99
"酸辣粉[重庆小吃名称]",酸辣粉[重庆小吃名称],,130
"酗酒",酗酒,,56
"李四光[地质学家、中国科学院院士]",李四光[地质学家、中国科学院院士],,45
"杨辉[北京邮电大学副教授]",杨辉[北京邮电大学副教授],,99
"北京邮电大学",北京邮电大学,,99
"人本主义理论",人本主义理论,,125
"理性情绪理论",理性情绪理论,,56
"亚历山大·谢尔盖耶维奇·普希金",亚历山大·谢尔盖耶维奇·普希金,,143
"三毛[台湾著名女作家、旅行家]",三毛[台湾著名女作家、旅行家],,71
"李白[唐代著名浪漫主义诗人]",李白[唐代著名浪漫主义诗人],,97
"罗曼·罗兰",罗曼·罗兰,,55
"柳永[北宋著名词人]",柳永[北宋著名词人],,71
"汉斯·克里斯汀·安徒生",汉斯·克里斯汀·安徒生,,48
"丹麦",丹麦,,48
"音乐治疗[应用学科]",音乐治疗[应用学科],,56
"陈景润[中国著名数学家]",陈景润[中国著名数学家],,71
"张爱玲[中国女作家]",张爱玲[中国女作家],,71
"李嘉诚[香港首富、长江和记实业有限公司原主席]",李嘉诚[香港首富、长江和记实业有限公司原主席],,107
"尼泊尔",尼泊尔,,122
"世界知识产权日",世界知识产权日,,104
"世界知识产权组织",世界知识产权组织,,104
"长春[吉林省省会、副省级市]",长春[吉林省省会、副省级市],,143
"仙剑奇侠传[大宇资讯出品的单机游戏品牌]",仙剑奇侠传[大宇资讯出品的单机游戏品牌],,123
"人民[汉语词汇]",人民[汉语词汇],,143
AGP插槽,AGP插槽,,49
PCI总线,PCI总线,,49
"杜甫[唐代著名现实主义诗人]",杜甫[唐代著名现实主义诗人],,97
"工业设计[高等教育专业]",工业设计[高等教育专业],,125
"武则天[中国武周时期女皇帝]",武则天[中国武周时期女皇帝],,71
"李世民[唐太宗]",李世民[唐太宗],,71
"阿尔伯特·爱因斯坦",阿尔伯特·爱因斯坦,,55
"巴塞罗那足球俱乐部[西班牙足球俱乐部]",巴塞罗那足球俱乐部[西班牙足球俱乐部],,104
"西班牙足球甲级联赛",西班牙足球甲级联赛,,104
"西格蒙德·弗洛伊德",西格蒙德·弗洛伊德,,55
"皇家马德里足球俱乐部",皇家马德里足球俱乐部,,104
"国际米兰足球俱乐部",国际米兰足球俱乐部,,104
PC卡插槽,PC卡插槽,,128
"拜仁慕尼黑足球俱乐部",拜仁慕尼黑足球俱乐部,,104
"关羽[汉末三国时期蜀汉名将、中国武圣]",关羽[汉末三国时期蜀汉名将、中国武圣],,71
"拉科鲁尼亚足球俱乐部",拉科鲁尼亚足球俱乐部,,104
"姚明[中国篮球协会主席、中职联公司董事长]",姚明[中国篮球协会主席、中职联公司董事长],,71
"糖醋排骨[中国名菜家常菜]",糖醋排骨[中国名菜家常菜],,130
"动漫",动漫,,148
"利物浦足球俱乐部[英格兰足球俱乐部]",利物浦足球俱乐部[英格兰足球俱乐部],,134
New Balance,New Balance,,134
"多特蒙德足球俱乐部",多特蒙德足球俱乐部,,104
"孙权[三国时代孙吴开国皇帝]",孙权[三国时代孙吴开国皇帝],,71
"鲁德·范尼斯特鲁伊",鲁德·范尼斯特鲁伊,,55
"荷兰",荷兰,,55
"曼彻斯特联足球俱乐部",曼彻斯特联足球俱乐部,,104
"宝儿[韩国女艺人]",宝儿[韩国女艺人],,50
"李准基",李准基,,50
"阿森纳足球俱乐部",阿森纳足球俱乐部,,104
"比利亚雷亚尔足球俱乐部",比利亚雷亚尔足球俱乐部,,104
"新浪",新浪,,6
"貂蝉[中国古代四大美女之一、民间传说美人]",貂蝉[中国古代四大美女之一、民间传说美人],,71
"金融联考",金融联考,,125
"珠穆朗玛峰[世界最高峰]",珠穆朗玛峰[世界最高峰],,51
"喜马拉雅山脉",喜马拉雅山脉,,51
"克里斯蒂亚诺·罗纳尔多[葡萄牙足球运动员]",克里斯蒂亚诺·罗纳尔多[葡萄牙足球运动员],,55
"劳尔[西班牙足球运动员]",劳尔[西班牙足球运动员],,55
"三国[2010年高希希导演电视剧]",三国[2010年高希希导演电视剧],,97
"罗贯中",罗贯中,,97
"诸葛亮[三国时期历史人物]",诸葛亮[三国时期历史人物],,71
"陆游",陆游,,97
"三国演义[罗贯中著长篇小说]",三国演义[罗贯中著长篇小说],,97
"负家子弟",负家子弟,,5
"刘基[明代政治家、文学家]",刘基[明代政治家、文学家],,71
"秦始皇[中国首位皇帝]",秦始皇[中国首位皇帝],,52
"秦朝",秦朝,,52
"美国[美利坚合众国]",美国[美利坚合众国],,145
"梁咏琪",梁咏琪,,71
"杨采妮",杨采妮,,71
"药材之乡",药材之乡,,56
"翁美玲",翁美玲,,55
"辽宁大学",辽宁大学,,99
"周瑜[东汉末年名将]",周瑜[东汉末年名将],,71
"俄罗斯[俄罗斯联邦]",俄罗斯[俄罗斯联邦],,143
"张巡",张巡,,71
"宝马[汽车品牌]",宝马[汽车品牌],,128
"华歆[三国曹魏时期名士，重臣]",华歆[三国曹魏时期名士，重臣],,71
"爱新觉罗·弘历",爱新觉罗·弘历,,42
"落冥",落冥,,5
"奔驰[汽车]",奔驰[汽车],,128
"爱新觉罗·玄烨",爱新觉罗·玄烨,,42
"东北大学[中国沈阳境内教育部直属重点大学]",东北大学[中国沈阳境内教育部直属重点大学],,99
"单田芳",单田芳,,99
"鬼[汉语汉字]",鬼[汉语汉字],,53
NJ,NJ,,53
"艾萨克·阿西莫夫",艾萨克·阿西莫夫,,55
"科幻小说",科幻小说,,55
"贾诩[东汉末年至三国时曹魏著名谋士、重臣]",贾诩[东汉末年至三国时曹魏著名谋士、重臣],,71
"基里巴斯",基里巴斯,,54
"大洋洲",大洋洲,,54
"柳宗元[唐代文学家、思想家、唐宋八大家之一]",柳宗元[唐代文学家、思想家、唐宋八大家之一],,71
"太原市第二外国语学校",太原市第二外国语学校,,125
"几何悖论",几何悖论,,19
"丁肇中",丁肇中,,71
"苏轼[北宋文学家、书法家、唐宋八大家之一]",苏轼[北宋文学家、书法家、唐宋八大家之一],,71
"韩愈[唐朝文学家]",韩愈[唐朝文学家],,71
"摩纳哥[摩纳哥公国]",摩纳哥[摩纳哥公国],,55
"欧元",欧元,,55
"王羲之[东晋时期著名书法家]",王羲之[东晋时期著名书法家],,97
"王安石[北宋思想家、政治家、文学家、改革家]",王安石[北宋思想家、政治家、文学家、改革家],,71
"浙江大学",浙江大学,,99
"李煜[南唐后主]",李煜[南唐后主],,71
"欧阳修[北宋政治家、文学家、唐宋八大家之一]",欧阳修[北宋政治家、文学家、唐宋八大家之一],,71
"太史慈[东汉末年名将]",太史慈[东汉末年名将],,71
"岳飞[南宋抗金名将、民族英雄]",岳飞[南宋抗金名将、民族英雄],,71
